Category,Type,Subcategory,Sub-Subcategory,Mechanical Property Data Source(s),Name,Treatment or Temper,Treatment Temperature (F),Treatment Temperature (C),Minimum Ultimate Tensile Strength (psi),Maximum Ultimate Tensile Strength (psi),Ultimate Tensile Strength (psi),Minimum Yield Strength (psi),Maximum Yield Strength (psi),Yield Strength (psi),Minimum Ultimate Tensile Strength (MPa),Maximum Ultimate Tensile Strength (MPa),Ultimate Tensile Strength (MPa),Minimum Yield Strength (MPa),Maximum Yield Strength (MPa),Yield Strength (MPa),Minimum Elongation (%),Maximum Elongation (%),Elongation (%),Reduction in Cross Sectional Area (%),Brinell Hardness,Rockwell Hardness,Izod Impact Strength (Ft-lb),Izod Impact Strength (N-m),Water Quenched?,Ultimate Shearing Strength (ksi),Ultimate Shearing Strength (Mpa),Endurance limit (ksi),Endurance limit (MPa),Density (kg/m^3),Young's Modulus (GPa),Thermal Conductivity (W/m-K),Thermal Expansion (10^-6/K),Maximum Service Temperature (C),Thermal Shock Index (K),E*alpha (MPa/K)
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 472","403, 410, 416, 416Se",Tempered,1000.0,537.78,,,145000.0,,,115000.0,,,999.7,,,792.9,,,20.0,65.0,300.0,C31,,,,,,,,7900,193.0,16.0,17.0,800,241.7,3.281
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 472","403, 410, 416, 416Se",Tempered,1200.0,648.89,,,110000.0,,,85000.0,,,758.4,,,586.1,,,23.0,65.0,225.0,B97,,,,,,,,7900,193.0,16.0,17.0,800,178.6,3.281
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 472","403, 410, 416, 416Se",Tempered,1400.0,760.0,,,90000.0,,,60000.0,,,620.5,,,413.7,,,30.0,70.0,180.0,B89,,,,,,,,7900,193.0,16.0,17.0,800,126.1,3.281
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Annealed,,,,,120000.0,,,95000.0,,,827.4,,,655.0,,,17.0,55.0,235.0,C22,,,,,,,,7800,200.0,24.4,9.9,650,330.8,1.98
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Tempered,400.0,204.44,,,200000.0,,,150000.0,,,1379.0,,,1034.2,,,15.0,55.0,415.0,C43,,,,,,,,7800,200.0,24.4,9.9,650,522.3,1.98
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Tempered,600.0,315.56,,,190000.0,,,145000.0,,,1310.0,,,999.7,,,15.0,55.0,400.0,C41,,,,,,,,7800,200.0,24.4,9.9,650,504.9,1.98
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Tempered,800.0,426.67,,,200000.0,,,150000.0,,,1379.0,,,1034.2,,,16.0,58.0,415.0,C43,,,,,,,,7800,200.0,24.4,9.9,650,522.3,1.98
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Tempered,1000.0,537.78,,,145000.0,,,120000.0,,,999.7,,,827.4,,,20.0,60.0,325.0,C34,,,,,,,,7800,200.0,24.4,9.9,650,417.9,1.98
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",414,Tempered,1200.0,648.89,,,120000.0,,,105000.0,,,827.4,,,723.9,,,20.0,65.0,260.0,C24,,,,,,,,7800,200.0,24.4,9.9,650,365.6,1.98
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473","420, 420F",Annealed,,,,,95000.0,,,50000.0,,,655.0,,,344.7,,,25.0,55.0,195.0,B92,,,,,,,,7900,193.0,16.0,17.0,800,105.1,3.281
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473","420, 420F",Tempered,600.0,315.56,,,230000.0,,,195000.0,,,1585.8,,,1344.5,,,8.0,25.0,500.0,C50,,,,,,,,7900,193.0,16.0,17.0,800,409.8,3.281
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Annealed,,,,,125000.0,,,95000.0,,,861.8,,,655.0,,,20.0,60.0,260.0,C24,,,,,,,,7700,200.0,20.2,10.2,650,321.1,2.04
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Tempered,400.0,204.44,,,205000.0,,,155000.0,,,1413.4,,,1068.7,,,15.0,55.0,415.0,C43,,,,,,,,7700,200.0,20.2,10.2,650,523.9,2.04
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Tempered,600.0,315.56,,,195000.0,,,150000.0,,,1344.5,,,1034.2,,,15.0,55.0,400.0,C41,,,,,,,,7700,200.0,20.2,10.2,650,507.0,2.04
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Tempered,800.0,426.67,,,205000.0,,,155000.0,,,1413.4,,,1068.7,,,15.0,60.0,415.0,C43,,,,,,,,7700,200.0,20.2,10.2,650,523.9,2.04
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Tempered,1000.0,537.78,,,150000.0,,,130000.0,,,1034.2,,,896.3,,,18.0,60.0,325.0,C34,,,,,,,,7700,200.0,20.2,10.2,650,439.4,2.04
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",431,Tempered,1200.0,648.89,,,125000.0,,,95000.0,,,861.8,,,655.0,,,20.0,60.0,260.0,C24,,,,,,,,7700,200.0,20.2,10.2,650,321.1,2.04
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",440A,Annealed,,,,,105000.0,,,60000.0,,,723.9,,,413.7,,,20.0,45.0,215.0,B95,,,,,,,,7800,200.0,24.2,10.2,760,202.8,2.04
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",440A,Tempered,600.0,315.56,,,260000.0,,,240000.0,,,1792.6,,,1654.7,,,5.0,20.0,510.0,C51,,,,,,,,7800,200.0,24.2,10.2,760,811.1,2.04
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",440B,Annealed,,,,,107000.0,,,62000.0,,,737.7,,,427.5,,,18.0,35.0,220.0,B96,,,,,,,,7800,200.0,24.2,10.2,760,209.6,2.04
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",440B,Tempered,600.0,315.56,,,280000.0,,,270000.0,,,1930.5,,,1861.6,,,3.0,15.0,555.0,C55,,,,,,,,7800,200.0,24.2,10.2,760,912.5,2.04
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473","440C, 440F",Annealed,,,,,110000.0,,,65000.0,,,758.4,,,448.2,,,13.0,25.0,230.0,B97,,,,,,,,7900,193.0,16.0,17.0,800,136.6,3.281
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473","440C, 440F",Tempered,600.0,315.56,,,285000.0,,,275000.0,,,1965.0,,,1896.1,,,2.0,10.0,580.0,C57,,,,,,,,7900,193.0,16.0,17.0,800,577.9,3.281
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",501,Annealed,,,,,70000.0,,,30000.0,,,482.6,,,206.8,,,28.0,65.0,160.0,,,,,,,,,7900,193.0,16.0,17.0,800,63.0,3.281
Metal,Steel,Stainless Steel,Martensitic,"Machinery's Handbook 27th edition, Pg. 473",502,Annealed,,,,,70000.0,,,30000.0,,,482.6,,,206.8,,,30.0,75.0,150.0,B80,,,,,,,,7900,193.0,16.0,17.0,800,63.0,3.281
Metal,Steel,Stainless Steel,Ferritic,"Machinery's Handbook 27th edition, Pg. 473",405,Annealed,,,,,70000.0,,,40000.0,,,482.6,,,275.8,,,30.0,60.0,150.0,B80,,,,,,,,7800,200.0,27.0,10.8,815,127.7,2.16
Metal,Steel,Stainless Steel,Ferritic,"Machinery's Handbook 27th edition, Pg. 473",430,Annealed,,,,,75000.0,,,45000.0,,,517.1,,,310.3,,,30.0,60.0,155.0,B82,,,,,,,,7700,200.0,26.1,10.4,815,149.2,2.08
Metal,Steel,Stainless Steel,Ferritic,"Machinery's Handbook 27th edition, Pg. 473","430F, 430Se",Annealed,,,,,80000.0,,,55000.0,,,551.6,,,379.2,,,25.0,60.0,170.0,B86,,,,,,,,7900,193.0,16.0,17.0,800,115.6,3.281
Metal,Steel,Stainless Steel,Ferritic,"Machinery's Handbook 27th edition, Pg. 473",446,Annealed,,,,,80000.0,,,50000.0,,,551.6,,,344.7,,,23.0,50.0,170.0,B86,,,,,,,,7500,200.0,20.9,10.4,1095,165.7,2.08
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",201.0-T7,,,,,,60000.0,,,50000.0,,,413.7,,,344.7,,,3.0,125.0,,,,,,,,,,2800,71.0,121.0,19.3,175,251.6,1.3703
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",204.0-T4,,,,,,45000.0,,,28000.0,,,310.3,,,193.1,,,6.0,,,,,,,,,,,2800,71.0,121.0,19.3,175,140.9,1.3703
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",208.0-F,,,,,,19000.0,,,12000.0,,,131.0,,,82.7,,,1.5,55.0,,,,,,,,,,2790,70.0,121.0,22.0,175,53.7,1.54
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",222.0-O,,,,,,23000.0,,,,,,158.6,,,,,,,80.0,,,,,,,,,,2950,84.1,121.0,22.5,200,,1.8922
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",222.0-T61,,,,,,30000.0,,,,,,206.8,,,,,,,115.0,,,,,,,,,,2950,84.1,121.0,22.5,200,,1.8922
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",242.0-O,,,,,,23000.0,,,,,,158.6,,,,,,,70.0,,,,,,,,,,2810,75.8,134.0,22.5,200,,1.7055
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",242.0-T571,,,,,,29000.0,,,,,,199.9,,,,,,,85.0,,,,,,,,,,2810,75.8,134.0,22.5,200,,1.7055
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",242.0-T61,,,,,,32000.0,,,20000.0,,,220.6,,,137.9,,,,105.0,,,,,,,,,,2810,75.8,134.0,22.5,200,80.9,1.7055
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",242.0-T77,,,,,,24000.0,,,13000.0,,,165.5,,,89.6,,,1.0,75.0,,,,,,,,,,2810,75.8,134.0,22.5,200,52.5,1.7055
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",295.0-T4,,,,,,29000.0,,,13000.0,,,199.9,,,89.6,,,6.0,60.0,,,,,,,,,,2810,70.3,138.0,23.0,200,55.4,1.6169
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",295.0-T6,,,,,,32000.0,,,20000.0,,,220.6,,,137.9,,,3.0,75.0,,,,,,,,,,2810,70.3,138.0,23.0,200,85.3,1.6169
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",295.0-T62,,,,,,36000.0,,,28000.0,,,248.2,,,193.1,,,,95.0,,,,,,,,,,2810,70.3,138.0,23.0,200,119.4,1.6169
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",295.0-T7,,,,,,29000.0,,,16000.0,,,199.9,,,110.3,,,3.0,70.0,,,,,,,,,,2810,70.3,138.0,23.0,200,68.2,1.6169
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",319.0-F,,,,,,23000.0,,,13000.0,,,158.6,,,89.6,,,1.5,70.0,,,,,,,,,,2790,74.0,109.0,21.4,200,56.6,1.5836
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",319.0-T5,,,,,,25000.0,,,,,,172.4,,,,,,,80.0,,,,,,,,,,2790,74.0,109.0,21.4,200,,1.5836
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",319.0-T6,,,,,,31000.0,,,20000.0,,,213.7,,,137.9,,,1.5,80.0,,,,,,,,,,2790,74.0,109.0,21.4,200,87.1,1.5836
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",328.0-F,,,,,,25000.0,,,14000.0,,,172.4,,,96.5,,,1.0,60.0,,,,,,,,,,2710,70.3,142.0,21.6,200,63.6,1.5185
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",328.0-T6,,,,,,34000.0,,,21000.0,,,234.4,,,144.8,,,1.0,80.0,,,,,,,,,,2710,70.3,142.0,21.6,200,95.4,1.5185
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",355.0-T51,,,,,,25000.0,,,18000.0,,,172.4,,,124.1,,,,65.0,,,,,,,,,,2710,70.3,151.0,22.3,200,79.2,1.5677
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",355.0-T6,,,,,,32000.0,,,20000.0,,,220.6,,,137.9,,,2.0,87.5,,,,,,,,,,2710,70.3,151.0,22.3,200,88.0,1.5677
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",355.0-T7,,,,,,35000.0,,,,,,241.3,,,,,,,85.0,,,,,,,,,,2710,70.3,151.0,22.3,200,,1.5677
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",355.0-T71,,,,,,30000.0,,,22000.0,,,206.8,,,151.7,,,,77.5,,,,,,,,,,2710,70.3,151.0,22.3,200,96.8,1.5677
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",C355.0.0-T6,,,,,,36000.0,,,25000.0,,,248.2,,,172.4,,,2.5,90.0,,,,,,,,,,2710,70.3,151.0,22.3,200,110.0,1.5677
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",356.0-F,,,,,,19000.0,,,,,,131.0,,,,,,2.0,55.0,,,,,,,,,,2680,72.4,151.0,21.4,200,,1.5494
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",356.0-T51,,,,,,23000.0,,,16000.0,,,158.6,,,110.3,,,,60.0,,,,,,,,,,2680,72.4,151.0,21.4,200,71.2,1.5494
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",356.0-T6,,,,,,30000.0,,,20000.0,,,206.8,,,137.9,,,3.0,72.5,,,,,,,,,,2680,72.4,151.0,21.4,200,89.0,1.5494
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",356.0-T7,,,,,,31000.0,,,29000.0,,,213.7,,,199.9,,,,75.0,,,,,,,,,,2680,72.4,151.0,21.4,200,129.0,1.5494
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",356.0-T71,,,,,,25000.0,,,18000.0,,,172.4,,,124.1,,,3.0,60.0,,,,,,,,,,2680,72.4,151.0,21.4,200,80.1,1.5494
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",A356.0.0-T6,,,,,,34000.0,,,24000.0,,,234.4,,,165.5,,,3.5,87.5,,,,,,,,,,2680,72.4,151.0,21.4,200,106.8,1.5494
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",443.0-F,,,,,,17000.0,,,7000.0,,,117.2,,,48.3,,,3.0,40.0,,,,,,,,,,2690,70.3,142.0,22.0,200,31.2,1.5466
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",B443.0.0-F,,,,,,17000.0,,,6000.0,,,117.2,,,41.4,,,3.0,40.0,,,,,,,,,,2690,70.3,142.0,22.0,200,26.8,1.5466
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",512.0-F,,,,,,17000.0,,,10000.0,,,117.2,,,68.9,,,,50.0,,,,,,,,,,2650,71.0,105.0,22.1,175,43.9,1.5691
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",514.0-F,,,,,,22000.0,,,9000.0,,,151.7,,,62.1,,,6.0,50.0,,,,,,,,,,2650,71.0,138.0,23.9,175,36.6,1.6969
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",520.0-T4c,,,,,,42000.0,,,22000.0,,,289.6,,,151.7,,,12.0,75.0,,,,,,,,,,2570,71.0,88.0,25.2,175,84.8,1.7892
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",535.0-F or T5,,,,,,35000.0,,,18000.0,,,241.3,,,124.1,,,9.0,75.0,,,,,,,,,,2620,71.0,88.0,23.6,175,74.1,1.6756
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",705.0-F or T5,,,,,,30000.0,,,17000.0,,,206.8,,,117.2,,,5.0,65.0,,,,,,,,,,2760,71.7,105.0,23.6,150,69.3,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",707.0-T5,,,,,,33000.0,,,22000.0,,,227.5,,,151.7,,,2.0,85.0,,,,,,,,,,2770,71.7,105.0,23.6,150,89.7,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",707.0-T7,,,,,,37000.0,,,30000.0,,,255.1,,,206.8,,,1.0,80.0,,,,,,,,,,2770,71.7,105.0,23.6,150,122.2,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",710.0-F or T5,,,,,,32000.0,,,20000.0,,,220.6,,,137.9,,,2.0,75.0,,,,,,,,,,2810,71.7,138.0,23.6,150,81.5,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",712.0-F or T5,,,,,,34000.0,,,25000.0,,,234.4,,,172.4,,,4.0,75.0,,,,,,,,,,2810,71.7,159.0,23.6,150,101.9,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",713.0-F or T5,,,,,,32000.0,,,22000.0,,,220.6,,,151.7,,,3.0,75.0,,,,,,,,,,2810,71.7,138.0,23.6,150,89.7,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T5,,,,,,42000.0,,,38000.0,,,289.6,,,262.0,,,1.5,100.0,,,,,,,,,,2820,71.7,117.0,23.6,150,154.8,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T51,,,,,,32000.0,,,27000.0,,,220.6,,,186.2,,,3.0,85.0,,,,,,,,,,2820,71.7,117.0,23.6,150,110.0,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T52,,,,,,36000.0,,,30000.0,,,248.2,,,206.8,,,1.5,85.0,,,,,,,,,,2820,71.7,117.0,23.6,150,122.2,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T53,,,,,,36000.0,,,27000.0,,,248.2,,,186.2,,,1.5,,,,,,,,,,,2820,71.7,117.0,23.6,150,110.0,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T6,,,,,,42000.0,,,35000.0,,,289.6,,,241.3,,,5.0,90.0,,,,,,,,,,2820,71.7,117.0,23.6,150,142.6,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",771.0-T71,,,,,,48000.0,,,45000.0,,,330.9,,,310.3,,,2.0,120.0,,,,,,,,,,2820,71.7,117.0,23.6,150,183.4,1.6921
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",850.0-T5,,,,,,16000.0,,,,,,110.3,,,,,,5.0,45.0,,,,,,,,,,2880,71.0,192.0,22.7,150,,1.6117
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 576",851.0-T5,,,,,,17000.0,,,,,,117.2,,,,,,3.0,45.0,,,,,,,,,,2830,71.0,222.0,22.5,150,,1.5975
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",204.0-T4,,,,,,48000.0,,,29000.0,,,330.9,,,199.9,,,8.0,,,,,,,,,,,2800,71.0,121.0,19.3,175,145.9,1.3703
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",208.0-T4,,,,,,33000.0,,,15000.0,,,227.5,,,103.4,,,4.5,75.0,,,,,,,,,,2790,70.0,121.0,22.0,175,67.1,1.54
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",208.0-T6,,,,,,35000.0,,,22000.0,,,241.3,,,151.7,,,2.0,90.0,,,,,,,,,,2790,70.0,121.0,22.0,175,98.5,1.54
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",208.0-T7,,,,,,33000.0,,,16000.0,,,227.5,,,110.3,,,3.0,80.0,,,,,,,,,,2790,70.0,121.0,22.0,175,71.6,1.54
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",222.0-T551,,,,,,30000.0,,,,,,206.8,,,,,,,115.0,,,,,,,,,,2950,84.1,121.0,22.5,200,,1.8922
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",222.0-T65,,,,,,40000.0,,,,,,275.8,,,,,,,140.0,,,,,,,,,,2950,84.1,121.0,22.5,200,,1.8922
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",242.0-T571,,,,,,34000.0,,,,,,234.4,,,,,,,105.0,,,,,,,,,,2810,75.8,134.0,22.5,200,,1.7055
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",242.0-T61,,,,,,40000.0,,,,,,275.8,,,,,,,110.0,,,,,,,,,,2810,75.8,134.0,22.5,200,,1.7055
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",296.0-T6,,,,,,35000.0,,,,,,241.3,,,,,,2.0,90.0,,,,,,,,,,2800,70.3,138.0,22.9,200,,1.6099
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",308.0-F,,,,,,24000.0,,,,,,165.5,,,,,,,70.0,,,,,,,,,,2790,70.3,142.0,21.4,200,,1.5044
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",319.0-F,,,,,,28000.0,,,14000.0,,,193.1,,,96.5,,,1.5,85.0,,,,,,,,,,2790,74.0,109.0,21.4,200,60.9,1.5836
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",319.0-T6,,,,,,34000.0,,,,,,234.4,,,,,,2.0,90.0,,,,,,,,,,2790,74.0,109.0,21.4,200,,1.5836
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",332.0-T5,,,,,,31000.0,,,,,,213.7,,,,,,,105.0,,,,,,,,,,2760,73.0,104.0,20.7,200,,1.5111
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",333.0-F,,,,,,28000.0,,,,,,193.1,,,,,,,82.5,,,,,,,,,,2770,73.0,104.0,20.7,200,,1.5111
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",333.0-T5,,,,,,30000.0,,,,,,206.8,,,,,,,87.5,,,,,,,,,,2770,73.0,104.0,20.7,200,,1.5111
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",333.0-T6,,,,,,35000.0,,,,,,241.3,,,,,,,100.0,,,,,,,,,,2770,73.0,104.0,20.7,200,,1.5111
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",333.0-T7,,,,,,31000.0,,,,,,213.7,,,,,,,90.0,,,,,,,,,,2770,73.0,104.0,20.7,200,,1.5111
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",336.0-T551,,,,,,31000.0,,,,,,213.7,,,,,,,105.0,,,,,,,,,,2720,73.0,121.0,19.1,200,,1.3943
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",336.0-T65,,,,,,40000.0,,,,,,275.8,,,,,,,125.0,,,,,,,,,,2720,73.0,121.0,19.1,200,,1.3943
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",354.0-T61,,,,,,48000.0,,,37000.0,,,330.9,,,255.1,,,3.0,,,,,,,,,,,2710,75.8,142.0,21.4,200,157.3,1.6221
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",354.0-T62,,,,,,52000.0,,,42000.0,,,358.5,,,289.6,,,2.0,,,,,,,,,,,2710,75.8,142.0,21.4,200,178.5,1.6221
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",355.0-T51,,,,,,27000.0,,,,,,186.2,,,,,,,75.0,,,,,,,,,,2710,70.3,151.0,22.3,200,,1.5677
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",355.0-T6,,,,,,37000.0,,,,,,255.1,,,,,,1.5,90.0,,,,,,,,,,2710,70.3,151.0,22.3,200,,1.5677
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",355.0-T62,,,,,,42000.0,,,,,,289.6,,,,,,,105.0,,,,,,,,,,2710,70.3,151.0,22.3,200,,1.5677
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",355.0-T7,,,,,,36000.0,,,,,,248.2,,,,,,,85.0,,,,,,,,,,2710,70.3,151.0,22.3,200,,1.5677
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",355.0-T71,,,,,,34000.0,,,27000.0,,,234.4,,,186.2,,,,80.0,,,,,,,,,,2710,70.3,151.0,22.3,200,118.8,1.5677
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",C355.0.0-T61,,,,,,40000.0,,,30000.0,,,275.8,,,206.8,,,3.0,90.0,,,,,,,,,,2710,70.3,151.0,22.3,200,131.9,1.5677
Metal,Aluminium,Casting Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 577",356.0-F,,,,,,21000.0,,,,,,144.8,,,,,,3.0,55.0,,,,,,,,,,2680,72.4,151.0,21.4,200,,1.5494
